word,original_forms,length,frequency,log_frequency,difficulty,predictability,logit_predictability,skip_probability,regression_probability,total_occurrences,pred_class
vehicle,vehicle,7,22.610000000000003,1.3543005623453597,0.8768817670595129,0.0,-2.5530000000000004,0.2727272727272727,0.0,11,Class 1
named,"(named, named",5,69.88000000000005,1.8443528963108942,0.8323315548808276,0.00012067828442585125,-3.7660064608754666,0.3333333333333333,0.06060606060606061,33,Class 1
which,"(which, which",5,477.2400000000014,2.6787368370336146,0.7564784693605846,0.005133903409269963,-3.0756031323230326,0.38207547169811323,0.08490566037735849,212,Class 1
testdrove,test-drove,9,1.0,0.0,1.0,0.0,-2.5530000000000004,0.18181818181818182,0.45454545454545453,11,Class 1
june,June,4,18.85999999999999,1.2755416884013087,0.8840416646907907,0.00043090276344794976,-3.682407257524422,0.5072463768115942,0.11594202898550725,69,Class 1
4,"4, 4,",1,1.0,0.0,1.0,8.135593220338982e-05,-4.22252150521051,0.7288135593220338,0.06779661016949153,59,Class 1
that,"That, that, that,",4,14111.310000000045,4.149567332631934,0.6227666061243714,0.010030472069641238,-3.2756915954637984,0.5432692307692307,0.13942307692307693,208,Class 1
year,"year, year""), year,, year.",4,277.91999999999916,2.443919801103026,0.7778254726269995,0.005151878733020928,-3.447599139059702,0.4098360655737705,0.09016393442622951,122,Class 1
born,"(born, Born, born, born.",4,83.69,1.9226735678585394,0.8252114938310354,0.0013860328945875834,-3.6009227194612303,0.4506172839506173,0.1646090534979424,486,Class 1
prosperous,prosperous,10,1.25,0.09691001300805645,0.9911899988174493,0.0,-2.5530000000000004,0.36363636363636365,0.2727272727272727,11,Class 1
farm,"Farm., farm",4,30.04,1.4776999283321313,0.8656636428788967,5.217391304347828e-05,-3.623671400080656,0.21739130434782608,0.17391304347826086,23,Class 1
springwells,Springwells,11,1.0,0.0,1.0,0.0,-2.5530000000000004,0.36363636363636365,0.36363636363636365,11,Class 1
township,Township,8,0.49000000000000016,-0.30980391997148626,1.0281639927246806,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
now,"(now, now",3,3202.61,3.505504055379278,0.681317813147338,0.012057448887957402,-2.2016287604662645,0.7272727272727273,0.18181818181818182,22,Class 1
city,"City, City), City., city",4,169.1000000000002,2.2281436075977408,0.7974414902183878,5.1470588235294086e-05,-3.609238329736428,0.5,0.1323529411764706,68,Class 1
dearborn,"Dearborn,",8,0.5700000000000001,-0.24412514432750856,1.0221931949388645,0.0,-2.5530000000000004,0.5454545454545454,0.2727272727272727,11,Class 1
michigan,Michigan),8,5.840000000000001,0.7664128471123995,0.930326104807964,0.0,-2.5530000000000004,0.36363636363636365,0.09090909090909091,11,Class 1
owned,owned,5,11.75,1.0700378666077552,0.9027238303083857,0.0,-2.5530000000000004,0.18181818181818182,0.0,11,Class 1
parents,"parents', parents,",7,140.73,2.148386687666821,0.8046921193030164,5.217391304347828e-05,-3.623671400080656,0.17391304347826086,0.17391304347826086,23,Class 1
william,"William, William.",7,32.40999999999993,1.5106790310322056,0.8626655426334364,9.585524740738056e-05,-3.859660233159338,0.24087591240875914,0.15328467153284672,137,Class 1
18261905,(1826-1905),8,1.0,0.0,1.0,0.0,-2.5530000000000004,0.36363636363636365,0.2727272727272727,11,Class 1
mary,Mary,4,88.07999999999996,1.9448773059636977,0.8231929721851184,8.430394527317662e-05,-3.9981732187197374,0.3125,0.275,80,Class 1
litogot,Litogot,7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.2727272727272727,0.09090909090909091,11,Class 1
c18391876,"(c1839-1876),",9,1.0,0.0,1.0,0.0,-2.5530000000000004,0.2727272727272727,0.18181818181818182,11,Class 1
immigrants,immigrants,10,1.51,0.17897694729316946,0.9837293684278936,0.0,-2.5530000000000004,0.7272727272727273,0.8181818181818182,11,Class 1
from,"(from, From, from",4,2039.060000000026,3.309430005221724,0.699142726798017,0.1464424522522583,-2.576484890791085,0.5170340681362725,0.10821643286573146,499,Class 1
county,"County, County,",6,33.76,1.5284024379536165,0.8610543238223983,5e-05,-3.5790600917439606,0.4090909090909091,0.25,44,Class 1
cork,"Cork,",4,2.86,0.456366033129043,0.9585121788064508,0.0,-2.5530000000000004,0.18181818181818182,0.2727272727272727,11,Class 1
ireland,"Ireland),, Ireland.",7,0.4299999999999999,-0.3665315444204136,1.0333210494927652,0.0,-2.552999999999999,0.13636363636363635,0.0,22,Class 1
years,"years, years,, years., years;",5,568.69,2.7548755915667376,0.7495567644030243,0.006287982762837075,-3.492387680948139,0.3142857142857143,0.11428571428571428,70,Class 1
between,"Between, between",7,175.13999999999987,2.2433853453716583,0.7960558776934847,0.0004350806169235431,-3.766096443916187,0.15492957746478872,0.14084507042253522,71,Class 1
wars,"Wars, wars,",4,9.120000000000003,0.9599948383284164,0.9127277419701442,0.0,-2.552999999999999,0.5454545454545454,0.13636363636363635,22,Class 1
supported,supported,9,3.650000000000001,0.5622928644564744,0.9488824668675934,7.228373908650157e-05,-3.53861354176259,0.2608695652173913,0.2608695652173913,23,Class 1
adolf,Adolf,5,1.3500000000000008,0.13033376849500616,0.988151475591363,3.5294117647058834e-05,-3.277277711819267,0.20588235294117646,0.08823529411764706,34,Class 1
hitlers,Hitler's,7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.45454545454545453,0.36363636363636365,11,Class 1
nazi,Nazi,4,6.86,0.8363241157067519,0.9239705349357498,0.0,-2.5530000000000004,0.09090909090909091,0.18181818181818182,11,Class 1
regime,regime.,6,2.3099999999999996,0.3636119798921444,0.9669443654643503,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
there,"There, There,, There., there, there.",5,4348.119999999997,3.6383015212971177,0.6692453162457158,8.659162311303308e-05,-4.325582706067511,0.18518518518518517,0.09876543209876543,81,Class 1
is,is,2,9013.0,3.954869371066479,0.6404664208121377,0.011514330585155977,-2.5574410427067598,0.6383442265795207,0.07625272331154684,459,Class 1
also,also,4,206.43000000000026,2.314772812566049,0.7895661079485414,0.0021408850442857963,-3.2183477577410726,0.4540229885057471,0.14942528735632185,174,Class 1
some,"Some, some",4,1727.2400000000014,3.2373526869790985,0.7056952102746272,0.00025926450748002354,-3.0549793774368124,0.3333333333333333,0.12280701754385964,57,Class 1
evidence,evidence,8,85.0,1.929418925714294,0.8245982794805188,6.821627654704584e-05,-3.5013859350302496,0.09090909090909091,0.0,22,Class 1
gave,gave,4,243.6899999999999,2.3868377079540077,0.783014753822363,0.0031446534031448832,-2.5528483160557545,0.43478260869565216,0.08695652173913043,23,Class 1
hitler,Hitler,6,12.31,1.090258052931316,0.9008856315516985,0.0,-2.552999999999999,0.4090909090909091,0.18181818181818182,22,Class 1
direct,direct,6,24.039999999999996,1.380934463330702,0.874460503333573,0.0,-2.5530000000000004,0.45454545454545453,0.2727272727272727,11,Class 1
financial,financial,9,15.240000000000002,1.182984967003582,0.8924559120905833,0.0,-2.5530000000000004,0.2727272727272727,0.09090909090909091,11,Class 1
backing,backing,7,6.3500000000000005,0.8027737252919759,0.9270205704280022,0.0,-2.5530000000000004,0.09090909090909091,0.0,11,Class 1
when,"When, when",4,2034.100000000002,3.308372299806309,0.6992388818357896,0.000401492136010511,-3.1122074115263936,0.22807017543859648,0.07017543859649122,57,Class 1
first,"First, first",5,840.570000000003,2.9245738859466472,0.7341296467321241,0.0025658417766191025,-3.364103632787078,0.37681159420289856,0.07246376811594203,138,Class 1
starting,starting,8,69.76,1.8436064719245102,0.8323994116432266,5.217391304347828e-05,-3.623671400080656,0.17391304347826086,0.21739130434782608,23,Class 1
politics,"politics, politics.",8,16.57,1.2193225084193366,0.8891524992346052,3.5294117647058834e-05,-3.277277711819267,0.08823529411764706,0.0,34,Class 1
can,can,3,5247.449999999999,3.719948309126273,0.6618228809885206,0.0,-2.5530000000000004,0.09090909090909091,0.36363636363636365,11,Class 1
part,"Part, part",4,261.50999999999965,2.4174883007053234,0.7802283362995156,0.00512885467972405,-3.2663139962258723,0.42391304347826086,0.14130434782608695,92,Class 1
be,be,2,5746.760000000006,3.7594230602184147,0.6582342672528719,0.06201985066818063,-1.7630746218855162,0.6,0.1,80,Class 1
traced,traced,6,4.3100000000000005,0.6344772701607315,0.9423202481672063,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
statements,statements,10,5.47,0.7379873263334308,0.9329102430605972,0.0,-2.5530000000000004,0.09090909090909091,0.09090909090909091,11,Class 1
kurt,Kurt,4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.2727272727272727,0.2727272727272727,11,Class 1
ludecke,"Ludecke,",7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
germanys,Germany's,8,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.2727272727272727,11,Class 1
representative,"Representative, representative",14,5.290000000000003,0.723455672035186,0.934231302542256,5.0000000000000016e-05,-3.579060091743962,0.09090909090909091,0.2727272727272727,22,Class 1
us,U.S.,2,1695.6500000000008,3.2293362142207678,0.7064239805253862,0.0007404982603726474,-4.037786434438348,0.3544973544973545,0.10582010582010581,189,Class 1
1920s,"1920s,",5,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.18181818181818182,11,Class 1
winifred,Winifred,8,1.0,0.0,1.0,0.0,-2.5530000000000004,0.5454545454545454,0.5454545454545454,11,Class 1
wagner,"Wagner,",6,2.939999999999999,0.46834733041215754,0.9574229699625314,0.0,-2.552999999999999,0.5,0.13636363636363635,22,Class 1
daughterinlaw,daughter-in-law,13,1.0,0.0,1.0,0.0,-2.5530000000000004,0.18181818181818182,0.2727272727272727,11,Class 1
richard,Richard,7,73.82000000000004,1.8681740408596386,0.8301659962854872,5.2173913043478256e-05,-3.6236714000806547,0.2608695652173913,0.15217391304347827,46,Class 1
who,"Who, who, who,",3,2222.939999999987,3.346927740692429,0.6957338417552359,0.008963757149506726,-3.0403361103280178,0.546875,0.1,320,Class 1
said,said,4,1108.45,3.04471610772219,0.7232076265707097,0.0021490064618446525,-3.2525047592431977,0.5142857142857142,0.11428571428571428,35,Class 1
they,"They, they",4,4102.940000000001,3.613095166038457,0.671536803087413,0.10456195862827433,-2.0753104248233467,0.3670886075949367,0.1518987341772152,79,Class 1
requested,requested,9,8.629999999999999,0.9360107957152095,0.9149081094804358,0.0,-2.5530000000000004,0.36363636363636365,0.2727272727272727,11,Class 1
funds,funds,5,6.61,0.8202014594856404,0.9254362309558511,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
aid,aid,3,13.900000000000004,1.1430148002540952,0.8960895636132643,0.0,-2.5530000000000004,0.5454545454545454,0.09090909090909091,11,Class 1
national,National,8,38.15999999999999,1.5816083660320575,0.8562174212698129,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
socialist,Socialist,9,1.2699999999999998,0.10380372095595684,0.9905632980949125,5.217391304347828e-05,-3.623671400080656,0.21739130434782608,0.17391304347826086,23,Class 1
movement,"movement, movement,",8,14.839999999999996,1.171433900943008,0.8935060090051814,5.0000000000000016e-05,-3.579060091743962,0.36363636363636365,0.2727272727272727,22,Class 1
germany,"Germany,, Germany.",7,13.710000000000003,1.1370374547895128,0.8966329586554985,5.0000000000000016e-05,-3.579060091743962,0.22727272727272727,0.0,22,Class 1
although,"Although, although",8,42.01999999999999,1.6234560480699343,0.8524130865390968,5.2173913043478256e-05,-3.6236714000806547,0.15217391304347827,0.15217391304347827,46,Class 1
often,often,5,57.349999999999966,1.7585334222372855,0.8401333252511557,0.00013138867412293087,-3.720566332187655,0.29411764705882354,0.17647058823529413,34,Class 1
credited,credited,8,0.6100000000000001,-0.2146701649892329,1.019515469544476,0.0,-2.5530000000000004,0.45454545454545453,0.18181818181818182,11,Class 1
idea,"idea,",4,359.04,2.5551428352400483,0.7677142877054502,0.0,-2.5530000000000004,0.5454545454545454,0.0,11,Class 1
contemporary,contemporary,12,1.9399999999999995,0.2878017299302261,0.9738362063699798,5.217391304347828e-05,-3.623671400080656,0.21739130434782608,0.17391304347826086,23,Class 1
sources,sources,7,8.22,0.9148718175400503,0.9168298347690862,0.0,-2.5530000000000004,0.45454545454545453,0.2727272727272727,11,Class 1
indicate,indicate,8,8.33,0.9206450014067878,0.9163049998721106,0.0,-2.5530000000000004,0.36363636363636365,0.18181818181818182,11,Class 1
concept,concept,7,10.840000000000002,1.0350292822023681,0.9059064288906936,0.0,-2.5530000000000004,0.36363636363636365,0.09090909090909091,11,Class 1
its,"""It's, its",3,171.71,2.2347955882206434,0.7968367647072148,0.0013003112026622958,-2.640177664087353,0.5,0.08823529411764706,34,Class 1
development,development,11,12.25,1.0881360887005513,0.901078537390859,0.0,-2.5530000000000004,0.2727272727272727,0.18181818181818182,11,Class 1
came,"Came, came",4,463.7299999999996,2.6662651925380523,0.7576122552238126,5.2173913043478256e-05,-3.6236714000806547,0.45652173913043476,0.06521739130434782,46,Class 1
employees,employees,9,11.960000000000003,1.0777311796523923,0.9020244382134188,0.0,-2.5530000000000004,0.36363636363636365,0.2727272727272727,11,Class 1
clarence,Clarence,8,8.590000000000002,0.9339931638312424,0.9150915305607961,0.0,-2.5530000000000004,0.45454545454545453,0.36363636363636365,11,Class 1
avery,"Avery,",5,1.0,0.0,1.0,0.0,-2.5530000000000004,0.5454545454545454,0.09090909090909091,11,Class 1
peter,Peter,5,90.12,1.9548211830517928,0.8222889833589277,0.0,-2.5530000000000004,0.5454545454545454,0.18181818181818182,11,Class 1
e,E.,1,1.0,0.0,1.0,5.6075135181711366e-05,-3.6054910379488425,0.717391304347826,0.10869565217391304,46,Class 1
martin,"Martin, Martin,",6,42.54999999999997,1.6288995644206066,0.851918221416308,7.659574468085102e-05,-4.1248367362886205,0.3617021276595745,0.0851063829787234,47,Class 1
charles,Charles,7,51.10000000000007,1.7084209001347122,0.8446890090786635,0.00011347593106811644,-4.342343632382615,0.3025210084033613,0.21008403361344538,119,Class 1
sorensen,"Sorensen,",8,1.0,0.0,1.0,0.0,-2.5530000000000004,0.18181818181818182,0.2727272727272727,11,Class 1
ch,C.H.,2,0.7999999999999999,-0.09691001300805638,1.0088100011825503,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
advocated,advocated,9,0.35000000000000003,-0.4559319556497244,1.04144835960452,0.0,-2.5530000000000004,0.18181818181818182,0.36363636363636365,11,Class 1
longtime,long-time,8,0.5300000000000001,-0.2757241303992109,1.0250658300362918,0.0,-2.5530000000000004,0.18181818181818182,0.2727272727272727,11,Class 1
associate,associate,9,8.980000000000002,0.9532763366673044,0.9133385148484267,0.0,-2.5530000000000004,0.36363636363636365,0.5454545454545454,11,Class 1
harry,Harry,5,82.22000000000001,1.914977472444331,0.8259111388686974,0.0,-2.5530000000000004,0.6363636363636364,0.36363636363636365,11,Class 1
bennett,Bennett,7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
take,take,4,1891.0400000000006,3.276700715304873,0.7021181167904659,0.0,-2.5529999999999986,0.5454545454545454,0.24242424242424243,33,Class 1
spot,"spot, spot.",4,61.57,1.789369153591482,0.837330076946229,0.0,-2.552999999999999,0.18181818181818182,0.0,22,Class 1
edsels,Edsel's,6,1.0,0.0,1.0,0.0,-2.552999999999999,0.13636363636363635,0.4090909090909091,22,Class 1
widow,widow,5,12.099999999999996,1.0827853703164503,0.9015649663348685,0.0,-2.5530000000000004,0.2727272727272727,0.36363636363636365,11,Class 1
eleanor,"Eleanor, Eleanor,",7,6.919999999999999,0.8401060944567577,0.9236267186857495,5.217391304347828e-05,-3.623671400080656,0.2608695652173913,0.34782608695652173,23,Class 1
inherited,inherited,9,4.22,0.625312450961674,0.9431534135489386,0.0,-2.5530000000000004,0.2727272727272727,0.18181818181818182,11,Class 1
voting,voting,6,4.730000000000001,0.6748611407378116,0.9386489872056534,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
stock,"stock,",5,25.490000000000006,1.406369835469267,0.8721481967755212,0.0,-2.5530000000000004,0.8181818181818182,0.45454545454545453,11,Class 1
wanted,wanted,6,502.2700000000001,2.7009372390324384,0.7544602509970509,0.0,-2.5530000000000004,0.45454545454545453,0.2727272727272727,11,Class 1
her,"Her, her",3,2835.8199999999993,3.4526786611063494,0.6861201217176066,0.015908439993044903,-3.0385602178109896,0.3619047619047619,0.08095238095238096,210,Class 1
son,"(son, son, son),, son,",3,410.7599999999985,2.613588145185498,0.7624010777104125,0.0007695833788565987,-3.816281425011132,0.5019762845849802,0.1383399209486166,253,Class 1
ii,"II, II,, II.",2,1.1200000000000012,0.049218022670181626,0.9955256343027097,8.829787234042559e-05,-4.364978459888277,0.5957446808510638,0.06382978723404255,94,Class 1
over,over,4,1323.2900000000006,3.12165503058072,0.716213179038116,6.045616817850405e-05,-3.58523178293195,0.6521739130434783,0.43478260869565216,23,Class 1
